,Unnamed: 0,title,description,y,upload_date,uploader,uploader_id,uploader_url,channel_id,channel_url,duration,view_count,average_rating,webpage_url,is_live,like_count,dislike_count,channel,extractor,n_entries,playlist,playlist_id,thumbnail,fps,height,url,width,query,p
746,758,(Audio only) Classical Japanese Lit & ML | Kuzushiji recog kaggle comp | Interview w Tarin Clanuwat,Audio (Podcast Version) available here: ...,0,20200308,Chai Time Data Science,UCRjtBP-o5FbgRzX2BHQEFtQ,http://www.youtube.com/channel/UCRjtBP-o5FbgRzX2BHQEFtQ,UCRjtBP-o5FbgRzX2BHQEFtQ,https://www.youtube.com/channel/UCRjtBP-o5FbgRzX2BHQEFtQ,159,362,3.0,https://www.youtube.com/watch?v=9E5JnTj8df0,,3.0,3.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/9E5JnTj8df0/maxresdefault.webp?v=5e651e2e,25,720,https://r5---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936323&ei=IyAjYJC5CqSR1sQP6d-ZUA&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AI_E_pXn6p4eI1FePjmqK7cri2-XJK1tPqA5NOBzf3T8&itag=22&source=youtube&requiressl=yes&mh=TL&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezn7y&ms=au%2Crdu&mv=m&mvi=5&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=XACkQ9lqIwvff6FbJcaRc_IF&ratebypass=yes&dur=158.615&lmt=1582913938990260&mt=1612914284&fvip=5&c=WEB&txp=6216222&n=EpNvcgjBE8TVkPiLty&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAN2Kc_MHLhvi-_xKae_CZWSu95pwWj3ODAjXrEhVGjlgAiEAxr8vNwUokGEdVaSSLl6h0ssW0I30WTXQV07loC5E5Lg%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhALGcphimpPLyVyi4XCI0NtFF9gYuGed_rt2Qt4uOBUxcAiEAnI3oSulMyZPsHgO3kWrTjoff68I4oRMQGQUehHQkUAE%3D,1280,kaggle,0.506
770,790,[Kaggle] Titanic Problem using Excel #8 - Extract feature using Ticket Variable,,1,20190430,Kunaal Naik,FxExcel,http://www.youtube.com/user/FxExcel,UCZN-xTV6lFwfJHl6ZId_dOg,https://www.youtube.com/channel/UCZN-xTV6lFwfJHl6ZId_dOg,710,565,5.0,https://www.youtube.com/watch?v=ps7xyxg0Xfg,,7.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/ps7xyxg0Xfg/maxresdefault.webp,30,720,https://r4---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936803&ei=AyIjYPaOFO6F1sQP6YKbyAQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ACxTI9s2CUXZDG53XmJ4GVmxa2hpqmoUdGwBHldjCXY2&itag=22&source=youtube&requiressl=yes&mh=6N&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnss&ms=au%2Crdu&mv=m&mvi=4&pl=47&initcwndbps=460000&vprv=1&mime=video%2Fmp4&ns=aXMmKDH1OxWwftGz1_hPJY4F&ratebypass=yes&dur=709.532&lmt=1556693947889291&mt=1612914770&fvip=4&c=WEB&txp=2216222&n=4FI1ryU0yVc3lFie3G&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhALLkZFiRC0DsfWt8ajrGzLh0NBM3WLMzhNnHAHKLTEhTAiEAlZy0oSL62IR74ugvxCaztBEHv0suIkxgXjt7LWOCBt8%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAJIhMjOd7W_4zgAPx0o_KP1UX0h8-TYxvyNY65O49UKUAiBnWjHVg8zIZvQylHUYpyG0PohsSPv3f6H5WpWizI75xg%3D%3D,1280,kaggle,0.567
773,793,Kaggle Coimbatore introduction Video,Website Link: https://kagglecoimbatore.herokuapp.com/ Telegram Link: https://t.me/kagglecoimbatore Instagram Link: ...,0,20200719,Kaggle Coimbatore,UCjiodLL6sVNaU6WaGlW3rLQ,http://www.youtube.com/channel/UCjiodLL6sVNaU6WaGlW3rLQ,UCjiodLL6sVNaU6WaGlW3rLQ,https://www.youtube.com/channel/UCjiodLL6sVNaU6WaGlW3rLQ,225,168,5.0,https://www.youtube.com/watch?v=WB3xpihi0z8,,18.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/WB3xpihi0z8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjN962yPhcb9cjIt6mTeVrOoV9Pg,30,360,https://r3---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936126&ei=Xh8jYKmwCv2b1sQPsIShkAo&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AOe8BONJ2yt76UPTciCTpNBW_-_RhCKgJKOP6k-ZPoHe&itag=18&source=youtube&requiressl=yes&mh=yj&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnz7&ms=au%2Crdu&mv=m&mvi=3&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=4lUyKKQTqS9M9se0zIgsdB0F&gir=yes&clen=9091727&ratebypass=yes&dur=225.001&lmt=1595159525971133&mt=1612914047&fvip=3&c=WEB&txp=6216222&n=ft6TXgcebDM6SgDM88&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cgir%2Cclen%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAMar5xw5HvWJVk5sBHnhD7hTsc4S-6Nt1fCCK0Xx8ReuAiA9axVbJPSm5Yx4pc11ypYbsVevkzJmHEy2uQsdxMEbfg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAL2UvAW2u5RNXXkPGK6F98-Rz3uB7xBssW-oLa1zyzb3AiBRw6E9AkEFtj3cqBzEtxFh_y8a2VwnO4DbhHylEuNYCQ%3D%3D,198,kaggle,0.461
776,796,Como ABRIR e TRABALHAR com Arquivos CSV no EXCEL + Kaggle,ExcelparaEstagiarios #Excel #CSV #ExcelChannel Neste vídeo vou te mostrar como abrir e trabalhar com arquivos CSV no Excel ...,0,20200504,Excel Channel,excelparaestagiarios,http://www.youtube.com/user/excelparaestagiarios,UCApue_8PHTNZVUFHX2cU0XA,https://www.youtube.com/channel/UCApue_8PHTNZVUFHX2cU0XA,414,804,4.5294118,https://www.youtube.com/watch?v=GO5-5EyB8tE,,15.0,2.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/GO5-5EyB8tE/maxresdefault.webp,30,720,https://r5---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936259&ei=4x8jYO_nHsLlwgT6-4y4Bw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AP4V4nideZX2yjofNtZ9OkS-MTdTgY_gGT4YTB6gHWV1&itag=22&source=youtube&requiressl=yes&mh=PU&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnss&ms=au%2Crdu&mv=m&mvi=5&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=g0q998Qu2WT5ssyW24Yn1AkF&cnr=14&ratebypass=yes&dur=413.524&lmt=1588562000620653&mt=1612914543&fvip=5&c=WEB&txp=6211222&n=-aVwxIlOrnTpJWZJ6U&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhALwbTl8axLBG6mECivZ5UQwEe8Z5mKkRadV89ZIsEWhxAiEAjrkTVpKF0nfGWt0qfK1qcNKhGT74woCZgURTvKUUeUo%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgJef9XtUndysmNDGKXRGWbXuApppWZNhqb-7qU15z0wUCIBNcveSGqJwyAnE0to1SlZg9m70Pw3RAYxmtTQ3Rtgtc,1280,kaggle,0.54
792,812,Train and deploy ML models at scale using Azure Machine Learning  | INT134C,This demo-packed session walks through using ML/AI to solve real world challenges. Use Jupyter notebooks with ,0,20200526,Microsoft Developer,UCsMica-v34Irf9KVTh6xx-g,http://www.youtube.com/channel/UCsMica-v34Irf9KVTh6xx-g,UCsMica-v34Irf9KVTh6xx-g,https://www.youtube.com/channel/UCsMica-v34Irf9KVTh6xx-g,1806,1971,5.0,https://www.youtube.com/watch?v=2OgBxYCnVGk,,31.0,0.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi_webp/2OgBxYCnVGk/maxresdefault.webp,30,720,https://r9---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933629&ei=nRUjYOacNLG65gTEkZrYAQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ANjuWsdvvB3Efv5cnfPE87ILCP9Gs_6GVMMFrI1-Rwsd&itag=22&source=youtube&requiressl=yes&mh=cX&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6d&ms=au%2Crdu&mv=m&mvi=9&pcm2cms=yes&pl=47&initcwndbps=457500&vprv=1&mime=video%2Fmp4&ns=2A62QNvOcthTmN7SoXzPNOwF&ratebypass=yes&dur=1805.931&lmt=1590490893354153&mt=1612911645&fvip=2&c=WEB&txp=2216222&n=sAPAtijfoiABbFZ5_G&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAP3qafkAIVAn51MoJixJ7MWRW5OoGuYfGt9Z1PSFldOfAiEA7juH-HNcy3ZaMvL4Ygfagnur66J3-BFDQo3y8CbYbvs%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAIViRkE-lO1BDcqW4YCKJsPJupfRWDJ_9VjHmUHVwtH7AiAlAHZIIB9NrrxlGuyX0jFKW629dj_O9sLD8l_lD3W0Sg%3D%3D,1280,machine+learning,0.552
800,820,Binary Image Classification with CNN (Deep Learning) on Kaggle Dogs vs Cats Dataset,"In this tutorial, we have covered how to train a binary image classification deep learning model using a CNN on ",1,20200323,TheClassofAI,UCYlOdJBJQN4c7k25uzwSwJA,http://www.youtube.com/channel/UCYlOdJBJQN4c7k25uzwSwJA,UCYlOdJBJQN4c7k25uzwSwJA,https://www.youtube.com/channel/UCYlOdJBJQN4c7k25uzwSwJA,2049,1965,5.0,https://www.youtube.com/watch?v=-DDrE6T0ct4,,57.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/-DDrE6T0ct4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4etKvhmn3LiBE6_9jcwkBqJkY_w,30,712,https://r5---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936281&ei=-R8jYIiTNt2J-LAPit2bgAs&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AL9SUH1QeeQN7v3VwS3FzYZYbQdwh7ykZ6BgpQwhxYS0&itag=22&source=youtube&requiressl=yes&mh=kU&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnsr&ms=au%2Crdu&mv=m&mvi=5&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=Yuiger6ut8ZEZ-8O0Hc-xsoF&ratebypass=yes&dur=2048.069&lmt=1585012677271916&mt=1612914543&fvip=5&c=WEB&txp=6216222&n=qL2BK2BptITaoV4L0P&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAKLI03UQwbSeW69TxYf-yeschKY8j5O0j4gigpYk52JHAiEAgwe7Nl_I5ubaECYC8pQthnD4DNcgnL8v6ASvPTTcNL8%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhANCg8pl4bH3hRhxs2ndRoTJdFAjn0waqk5ijHZdv2WebAiEAz0gH9wM3aCq7wJB3fe-R8xqPMDcZyPFrQE5LvuDt3TQ%3D,1280,kaggle,0.42
802,822,Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,In this video we will create a machine learning application ...,1,20190916,Krish Naik,krishnaik06,http://www.youtube.com/user/krishnaik06,UCNU_lfiiWBdtULKOw6X0Dig,https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig,812,9199,5.0,https://www.youtube.com/watch?v=BIgvIrCGBZE,,201.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/BIgvIrCGBZE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1pXTTgkI8TEXkX7roofHucodjMA,25,720,https://r15---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936514&ei=4iAjYOamI_Ka1sQP5p-WiAw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ADTvVJrXoHDOjCC-kwrDj97sHSSN7Xh7PYF68yMxUdH4&itag=22&source=youtube&requiressl=yes&mh=j5&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnss&ms=au%2Crdu&mv=m&mvi=15&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=6pmhatf0IHTqIOAhm6fGcYIF&cnr=14&ratebypass=yes&dur=811.189&lmt=1568621541771623&mt=1612914543&fvip=2&c=WEB&txp=2316222&n=dBFKv5e9iQc-yRQmWG&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAKq6SEQSLEav7M20KN4krTguvn-V4pljqLBvFVLpRTUbAiB_a1iPzwMAcCnC2150bjVncRhT4Kx_iT81iLv5I_14IQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhALZ8mtLnxvOipakDaebTK40oM1LDciG8uq4wjQoHkGK-AiEAiYROeztzTAbeFzYu942t4ewQSq5qJobYwwO-cUjgTs4%3D,1280,kaggle,0.531
855,885,"[Kaggle] High-performance, free execution environment",#,1,20200308,nejimakijima2,nejimakijima2,http://www.youtube.com/user/nejimakijima2,UC3F4jot_15Rkgg21SM5xQXw,https://www.youtube.com/channel/UC3F4jot_15Rkgg21SM5xQXw,290,389,5.0,https://www.youtube.com/watch?v=GDza1aHcpb4,,1.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/GDza1aHcpb4/maxresdefault.webp,30,720,https://r12---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936348&ei=PCAjYNuABZWP1sQPrPO8wAo&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AFO9GGJXeXwWigYVZtT0UKGMZUarZ8IHsjxKlEdY4qqT&itag=22&source=youtube&requiressl=yes&mh=mS&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezn7e&ms=au%2Crdu&mv=m&mvi=12&pcm2cms=yes&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=m7Yv6nC82nQXOlg-7YVk2G8F&ratebypass=yes&dur=289.390&lmt=1583657340722217&mt=1612914543&fvip=4&c=WEB&txp=6216222&n=cQE0RcZYo5GlaCYr1h&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAIBWJkWx0fK_XN1AcxLLvjptCGb-B_gBkAVlNPD6PpHoAiEA6gnG0fy8IrkmpfxJotUNXYe8AwP4Yz1f-nNILkoMvoI%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgISbhyW7ImCRZepmoWfs0rp3Pt-DuWqmINMLzU_ObU80CIGcnIRn0Eb5P_vJcGZ0uvfhXZJTv_tPXKaUMrXbm131G,1280,kaggle,0.523
868,898,Kaggle Predicting Molecular Properties — Andrew Lukyanenko,Andrew Lukyanenko tells about his participation in ,1,20190919,ODS AI Ru,UCeq6ZIlvC9SVsfhfKnSvM9w,http://www.youtube.com/channel/UCeq6ZIlvC9SVsfhfKnSvM9w,UCeq6ZIlvC9SVsfhfKnSvM9w,https://www.youtube.com/channel/UCeq6ZIlvC9SVsfhfKnSvM9w,1809,1855,4.9245281,https://www.youtube.com/watch?v=BXjSd3OxyDM,,52.0,1.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/BXjSd3OxyDM/maxresdefault.webp,25,720,https://r4---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612936509&ei=3SAjYLbgL5nh1AHbzqHQCg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AL1iLv72xxbWHNVevSPnbl88VYYV2SUptwdOk9EktnoF&itag=22&source=youtube&requiressl=yes&mh=TI&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg0ezn7e&ms=au%2Crdu&mv=m&mvi=4&pl=47&initcwndbps=437500&vprv=1&mime=video%2Fmp4&ns=bnUEr1TtnYPNwdKTasJNBF4F&cnr=14&ratebypass=yes&dur=1808.904&lmt=1568735635797637&mt=1612914543&fvip=5&c=WEB&txp=2316222&n=p6HNuSVxzTs3kHdEB3&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAJEulEHnKOyKk6-kakoIrfg2yeCTnpTuQcr5OE7SHG4TAiEA1243BVS0oO488woY4IjRDyWABFLz5xnEd999Yw-pQno%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgWEhk3jhA6g4Xn-3-eTwKW-xEZXf425k1RDxVvrSjYNcCIHsMU0W_GfO4IkI5j-E6jtEbFOGSimkN5IQ0SBeqCY3-,1280,kaggle,0.564
876,906,"Intel, SAP & Red Hat: Optimizing Order Fulfillment Using Machine Learning | Intel Business","The risks associated with supply chain delays have never been higher, and reliability is more critical during pandemic conditions.",1,20210208,Intel Business,UC9G8DcGtPfHsVEfUTM_TjEw,http://www.youtube.com/channel/UC9G8DcGtPfHsVEfUTM_TjEw,UC9G8DcGtPfHsVEfUTM_TjEw,https://www.youtube.com/channel/UC9G8DcGtPfHsVEfUTM_TjEw,838,15,0.0,https://www.youtube.com/watch?v=heWs0rCqPmQ,,0.0,0.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi_webp/heWs0rCqPmQ/maxresdefault.webp,24,720,https://r9---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933293&ei=TRQjYKSGK4n9wASembngCg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AF5Am1e8xu_O8454J-hUHNvrKTHSiIqUukFZVpZPjigq&itag=22&source=youtube&requiressl=yes&mh=Nz&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznlz&ms=au%2Crdu&mv=m&mvi=9&pl=47&initcwndbps=463750&vprv=1&mime=video%2Fmp4&ns=NH1Kv7qjkuDDoj-_EHwVC9YF&ratebypass=yes&dur=837.636&lmt=1612551031715222&mt=1612911412&fvip=5&c=WEB&txp=6216222&n=SjMdrvAYczl-R6PpRa&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgR0Qwf-33ta6ACRRAgoPJpcThkB80jK0vgpXPzG_VQSMCIEXfT7-GGLO003gXRWWkO-NzJMh86khEqGXfs7hVWKOU&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgeWTj1u_dqeUJgeA_n7W_jU7zRXSzz6R9K03Bbcc1vXECIQC4WWnJ5OCFUMZT2HvlR0UsX3bzE8CaWGbXRd6yXNJb-Q%3D%3D,1280,machine+learning,0.511
915,945,Real or Not? NLP with Disaster Tweets | Kaggle | Code review,Jump on the opportunity to challenge Real or Not? NLP with Disaster Tweet competition! Find the ,1,20200610,Ilarion Garbuzov,UC0IDKS24GVFdZP-zmqVJDRQ,http://www.youtube.com/channel/UC0IDKS24GVFdZP-zmqVJDRQ,UC0IDKS24GVFdZP-zmqVJDRQ,https://www.youtube.com/channel/UC0IDKS24GVFdZP-zmqVJDRQ,1943,417,3.0,https://www.youtube.com/watch?v=6n1GFlqPDfI,,4.0,4.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/6n1GFlqPDfI/maxresdefault.webp,30,720,https://r7---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936202&ei=qh8jYN30KsWzwQSBhqaYBw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AK6TJFSz6Xlz9gdyobDfonDJtQ1P76OL-7nGvZn3OaJk&itag=22&source=youtube&requiressl=yes&mh=Q1&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6l&ms=au%2Crdu&mv=m&mvi=7&pcm2cms=yes&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=AGCBrwd92QP-OkpH1QEl5-8F&ratebypass=yes&dur=1942.767&lmt=1591818641163675&mt=1612914284&fvip=3&c=WEB&txp=6216222&n=wA8DXr-2wJgzF3iVth&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAIfzNxsKT9OS-uG3epuaVBeHRxZBwHlB9cDyq3CyUDr3AiB3LfTwLcDsSMW4n_ej3aQ0A_DgLXdz07xhJzX4PHAnNg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgM3uHh_nb7M47Lr9Yq33lNhXbZde0ZaZ93buXja2BWNECIEtfKKGCNOyj7rN6EazVGZztzOl7CxD7sdKk8Nb-9JKM,1280,kaggle,0.508
925,955,Titanic Survival Prediction Using Machine Learning,Titanic Survival Prediction Using ,1,20190724,Computer Science,UCbmb5IoBtHZTpYZCDBOC1CA,http://www.youtube.com/channel/UCbmb5IoBtHZTpYZCDBOC1CA,UCbmb5IoBtHZTpYZCDBOC1CA,https://www.youtube.com/channel/UCbmb5IoBtHZTpYZCDBOC1CA,6545,21929,4.9229121,https://www.youtube.com/watch?v=rODWw2_1mCI,,458.0,9.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi_webp/rODWw2_1mCI/maxresdefault.webp,25,720,https://r8---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933888&ei=oBYjYIzaAf3g1AGP4q_wBg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ALdAenDQbd8JaQt1R6vdD_uSPqbz7qK-wx6kwoZh8fbC&itag=22&source=youtube&requiressl=yes&mh=tb&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=8&pl=47&initcwndbps=436250&vprv=1&mime=video%2Fmp4&ns=9b0CJ0z78FIL0z51VAVKCwgF&ratebypass=yes&dur=6544.660&lmt=1589895440117731&mt=1612912132&fvip=3&c=WEB&txp=2216222&n=mmSS4ogsDmd1bN87zC&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgVP73sp2HmF07DCOAWM0DWsuVrfq_64dx4_0BRdJzoXsCIQDcEZRl_cOUyrbQWFqMbDdjNmIu_03q5Ajcq49-tJNk1Q%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgItX081DOi0sqsGI_Qh5cdJRLHthMVGsH6VP1z_rTNycCIQDfXaw_LITfVHn22eU5YKl6vflnOYxoAUd-Rghvw-A8fg%3D%3D,1280,machine+learning,0.435
968,998,Download and Import Kaggle Datasets in Google Colaboratory,This tutorial aims to show you a very easy and straightforward approach to import a ,0,20200315,Machine Learning Mindset,UCjUYW0C2StijrAPhYDcZcpQ,http://www.youtube.com/channel/UCjUYW0C2StijrAPhYDcZcpQ,UCjUYW0C2StijrAPhYDcZcpQ,https://www.youtube.com/channel/UCjUYW0C2StijrAPhYDcZcpQ,232,495,4.5999999,https://www.youtube.com/watch?v=jSL2j1rYiD0,,9.0,1.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/jSL2j1rYiD0/maxresdefault.webp,30,720,https://r10---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936302&ei=DiAjYN6uCobuwATwv4roAw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AAE3jnwRDAGOt8wyBgRrap9FM6gxK-VG5HJwkxo5Clrf&itag=22&source=youtube&requiressl=yes&mh=s3&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6r&ms=au%2Crdu&mv=m&mvi=10&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=MNgknXyyhE6pegQIaV2OaS8F&ratebypass=yes&dur=231.386&lmt=1584309621034441&mt=1612914543&fvip=3&c=WEB&txp=6216222&n=3QWx8BSZKEdF8D7iC3&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhANoIS6SZ5VfcSTSgQGNUIYAE-OyU2CsjsH4BoGjwyQjgAiEA9q2PaVppyi4kUjWwOBxPxncgcDEYCbsbXxnLohIIzLc%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgZMA-sMkQPp9Agvm__8meKHZ5gfY65X6ON01f85Bsoq0CIQDG4U58y1fih38ibdKcNfPAoaGMloRUmzWJEozL5x04bw%3D%3D,1280,kaggle,0.55
